myownaccuracy,respcorrs,minNrPractice,considerNrTrials,Instr_resp.keys,Instr_resp.rt,key_resp_2.keys,key_resp_2.rt,Instruction_loop.thisRepN,Instruction_loop.thisTrialN,Instruction_loop.thisN,Instruction_loop.thisIndex,Instruction_loop.ran,slides,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt,taskGoresp.keys,taskGoresp.rt,pract_resp.keys,pract_resp.corr,pract_resp.rt,myownaccuracyCORR,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,pract_loop.ran,first_character,second_character,Cue,left_categ,centleft_categ,centright_categ,right_categ,corr_ans,trial_cond,switch_cond,cuedCharacter,corrCat,image,rep_resp.keys,rep_resp.rt,repeat_pract.thisRepN,repeat_pract.thisTrialN,repeat_pract.thisN,repeat_pract.thisIndex,repeat_pract.ran,task_resp.keys,task_resp.corr,task_resp.rt,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran,obj_category,rep_resp_2.keys,rep_resp_2.rt,repeat_task2.thisRepN,repeat_task2.thisTrialN,repeat_task2.thisN,repeat_task2.thisIndex,repeat_task2.ran
1,"[0,0,0,1,0,0,0,0,0,0,0,1]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,1,2.9114,1,0,14,14,14,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Gamestoy & entertainment.png,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,stimuli/Clothing.png,2,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/mechanicalpencil02.jpg,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,1,0,0,0,0,0,0,0,1,1]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,0,2.1062,1,0,15,15,15,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,1,0,0,stimuli/m4.jpg,Gamestoy & entertainment,stimuli/objects/rattle.jpg,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,1,0,0,0,0,0,0,0,1,1]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,0,,0,0,16,16,16,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Stationary & school supply.png,stimuli/Clothing.png,4,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/sheriffhat.jpg,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,1,1.4151,1,0,17,17,17,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Stationary & school supply.png,2,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/jeans01.jpg,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,4,1,1.7632,1,0,18,18,18,1,stimuli/m1.jpg,stimuli/m4.jpg,2,stimuli/Stationary & school supply.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Clothing.png,4,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/bowtie.jpg,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,1,0,1.6983,1,0,19,19,19,1,stimuli/m1.jpg,stimuli/m4.jpg,1,stimuli/Stationary & school supply.png,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,3,0,0,stimuli/m1.jpg,Vehicle,stimuli/objects/porsche.jpg,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,1,0,1.2025,1,0,20,20,20,1,stimuli/m1.jpg,stimuli/m4.jpg,1,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Stationary & school supply.png,3,0,0,stimuli/m1.jpg,Clothing,stimuli/objects/sandal.jpg,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,1,0,1.0226,0,0,21,21,21,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Stationary & school supply.png,4,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/chalkboard01.jpg,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,4,0,3.343,0,0,22,22,22,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Gamestoy & entertainment.png,stimuli/Stationary & school supply.png,stimuli/Clothing.png,stimuli/Vehicle.png,3,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/tie02.jpg,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,3,0,2.2314,0,0,23,23,23,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Stationary & school supply.png,4,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/papertray.jpg,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,4,0,2.4297,0,0,24,24,24,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Stationary & school supply.png,1,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/shirt02.jpg,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,4,0,2.1056,0,0,25,25,25,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Vehicle.png,stimuli/Stationary & school supply.png,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,2,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/pen04b.jpg,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,4,1,2.2374,1,0,26,26,26,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Stationary & school supply.png,4,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/divider02.jpg,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,3,0,1.9894,1,0,27,27,27,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,stimuli/Stationary & school supply.png,4,0,0,stimuli/m4.jpg,Stationary & school supply,stimuli/objects/expandablefolder03a.jpg,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,0,,0,0,28,28,28,1,stimuli/m1.jpg,stimuli/m4.jpg,2,stimuli/Vehicle.png,stimuli/Stationary & school supply.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,3,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/sock01a.jpg,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,1,0,2.6619,0,0,29,29,29,1,stimuli/m1.jpg,stimuli/m4.jpg,1,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Stationary & school supply.png,4,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/pencilsharpener02a.jpg,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,4,0,2.3124,0,0,30,30,30,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Stationary & school supply.png,3,0,0,stimuli/m1.jpg,Gamestoy & entertainment,stimuli/objects/interlockingbuildingblock03b.jpg,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,0,3.252,0,0,31,31,31,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,3,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/scotchtape.jpg,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,0,,0,0,32,32,32,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Clothing.png,2,0,0,stimuli/m1.jpg,Vehicle,stimuli/objects/mailtruck.jpg,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,3,1,2.6659,1,0,33,33,33,1,stimuli/m1.jpg,stimuli/m4.jpg,2,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,3,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/flipflop01b.jpg,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,1,1.179,1,0,34,34,34,1,stimuli/m1.jpg,stimuli/m4.jpg,2,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Stationary & school supply.png,stimuli/Gamestoy & entertainment.png,2,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/witchhat.jpg,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,4,1,2.2256,1,0,35,35,35,1,stimuli/m1.jpg,stimuli/m4.jpg,1,stimuli/Clothing.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,stimuli/Stationary & school supply.png,4,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/chalk.jpg,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,4,1,1.3148,1,0,36,36,36,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Clothing.png,stimuli/Stationary & school supply.png,4,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/stapleremover.jpg,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,1,1.4854,1,0,37,37,37,1,stimuli/m4.jpg,stimuli/m1.jpg,2,stimuli/Clothing.png,stimuli/Stationary & school supply.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,2,1,0,stimuli/m1.jpg,Stationary & school supply,stimuli/objects/highlighter02b.jpg,,,,,,,,,,,,,,,,,,,,,,,
1,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,1,2.6333,1,0,38,38,38,1,stimuli/m1.jpg,stimuli/m4.jpg,2,stimuli/Stationary & school supply.png,stimuli/Clothing.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,2,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/hat03b.jpg,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,0,,0,0,39,39,39,1,stimuli/m1.jpg,stimuli/m4.jpg,1,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,stimuli/Stationary & school supply.png,stimuli/Clothing.png,1,0,0,stimuli/m1.jpg,Gamestoy & entertainment,stimuli/objects/beachpaddle01a.jpg,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,,0,,0,0,40,40,40,1,stimuli/m4.jpg,stimuli/m1.jpg,1,stimuli/Clothing.png,stimuli/Stationary & school supply.png,stimuli/Vehicle.png,stimuli/Gamestoy & entertainment.png,1,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/overalls.jpg,,,,,,,,,,,,,,,,,,,,,,,
0,"[0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0]",,,,,,,,,,,,,24,2021-11-25_10h07.02.887,premceCat2_ses-01_part-01_label-phase1,2020.2.9,MacIntel,60,,,,,2,0,2.5778,0,0,41,41,41,1,stimuli/m1.jpg,stimuli/m4.jpg,2,stimuli/Clothing.png,stimuli/Stationary & school supply.png,stimuli/Gamestoy & entertainment.png,stimuli/Vehicle.png,1,1,0,stimuli/m4.jpg,Clothing,stimuli/objects/tuque03a.jpg,,,,,,,,,,,,,,,,,,,,,,,
